,Vaccinated Democrats,Vaccinated Republicans,Unvaccinated Democrats,Unvaccinated Republicans
"Calhoun, Mississippi",0.1806056240618229,0.3463943759381771,0.1127943759381771,0.3602056240618229
"Carroll, Mississippi",0.17263597558438776,0.2833640244156122,0.13486402441561224,0.4091359755843878
"Chickasaw, Mississippi",0.33011312681734567,0.2568868731826544,0.14748687318265435,0.26551312681734557
"Choctaw, Mississippi",0.13731351734697822,0.2756864826530218,0.1476864826530218,0.43931351734697816
"Claiborne, Mississippi",0.6708984939053655,-0.08289849390536547,0.18525150609463453,0.2267484939053655
"Clarke, Mississippi",0.2952124452322721,0.3757875547677278,0.05013755476772787,0.27886244523227216
"Clay, Mississippi",0.4182375654697419,0.11076243453025819,0.16341243453025817,0.3075875654697418
"Coahoma, Mississippi",0.553979747709632,0.057020252290368056,0.1604202522903681,0.2285797477096319
"Copiah, Mississippi",0.39164282608926293,0.22035717391073706,0.11690717391073702,0.271092826089263
"Covington, Mississippi",0.2785294654607773,0.3234705345392227,0.09127053453922274,0.3067294654607773
"DeSoto, Mississippi",0.3119023870825768,0.3130976129174232,0.06859761291742324,0.3064023870825767
"Forrest, Mississippi",0.3017716325640679,0.1912283674359322,0.14237836743593213,0.36462163256406777
"Franklin, Mississippi",0.2296486790418625,0.3273513209581375,0.10865132095813747,0.33434867904186244
"George, Mississippi",0.07965389748811723,0.42834610251188276,0.03589610251188276,0.4561038974881172
"Greene, Mississippi",0.0858149817347526,0.3421850182652473,0.08488501826524741,0.48711498173475265
"Grenada, Mississippi",0.34713714889585967,0.26986285110414027,0.0911628511041403,0.2918371488958597
"Hancock, Mississippi",0.1581638683468104,0.3188361316531897,0.06438613165318963,0.4586138683468103
"Harrison, Mississippi",0.3416188820302486,0.30138111796975137,0.03238111796975135,0.32461888203024863
"Hinds, Mississippi",0.5978622895270587,0.06113771047294142,0.14418771047294138,0.1968122895270586
"Holmes, Mississippi",0.635178764680028,0.03982123531997206,0.18637123531997202,0.13862876468002794
"Humphreys, Mississippi",0.5942241027742625,0.07777589722573758,0.13232589722573757,0.1956741027742624
"Issaquena, Mississippi",0.3477660881727934,0.031233911827206584,0.18698391182720664,0.43401608817279336
"Itawamba, Mississippi",0.037239399567246395,0.3717606004327536,0.0842606004327536,0.5067393995672465
"Jackson, Mississippi",0.2468569722056389,0.29014302779436113,0.0797430277943611,0.38325697220563887
"Jasper, Mississippi",0.36928692354261883,0.2067130764573813,0.1329630764573812,0.29103692354261873
"Jefferson, Mississippi",0.749948475858569,0.021051524141430855,0.10775152414143085,0.12124847585856913
"Jefferson Davis, Mississippi",0.3865708900600673,0.10842910993993288,0.19912910993993277,0.3058708900600671
"Jones, Mississippi",0.2010705347299576,0.31792946527004246,0.08772946527004243,0.3932705347299576
"Kemper, Mississippi",0.41515951095521453,0.06184048904478556,0.20109048904478544,0.3219095109552145
"Lafayette, Mississippi",0.375574280628562,0.23042571937143802,0.06297571937143803,0.331024280628562
"Lamar, Mississippi",0.2795040059521794,0.41849599404782056,-0.014054005952179427,0.3160540059521795
"Lauderdale, Mississippi",0.3345839701712132,0.2624160298287869,0.08531602982878682,0.31768397017121314
"Lawrence, Mississippi",0.28584086845517154,0.3721591315448284,0.06105913154482845,0.28094086845517163
"Leake, Mississippi",0.31089972661137577,0.2571002733886242,0.1167502733886242,0.31524972661137585
"Lee, Mississippi",0.23620935008227828,0.28379064991772174,0.10114064991772176,0.3788593500822782
"Leflore, Mississippi",0.6271809562653303,0.11981904373466967,0.0802690437346697,0.1727309562653303
"Lincoln, Mississippi",0.16256847081780434,0.2884315291821957,0.14233152918219566,0.40666847081780433
"Lowndes, Mississippi",0.3751522245824337,0.2288477754175663,0.11174777541756631,0.2842522245824337
"Madison, Mississippi",0.459119672524929,0.27888032747507097,-0.018269672524929018,0.28026967252492907
"Marion, Mississippi",0.2194870315283537,0.31951296847164634,0.09631296847164628,0.3646870315283537
"Marshall, Mississippi",0.38973609163761136,0.22126390836238863,0.1258139083623886,0.2631860916376114
"Monroe, Mississippi",0.2723116894245148,0.32168831057548525,0.07403831057548525,0.3319616894245148
"Montgomery, Mississippi",0.3613590775221587,0.28564092247784145,0.0601909224778413,0.29280907752215857
"Neshoba, Mississippi",0.1742020853489637,0.30879791465103623,0.10964791465103631,0.40735208534896383
"Newton, Mississippi",0.2654103045225143,0.3755896954774856,0.042039695477485706,0.3169603045225144
"Noxubee, Mississippi",0.5858761176675558,0.07212388233244416,0.17632388233244423,0.16567611766755586
"Oktibbeha, Mississippi",0.41162032676637184,0.15037967323362827,0.12117967323362827,0.3168203267663717
"Panola, Mississippi",0.3494249049186706,0.21357509508132932,0.12952509508132937,0.3074749049186707
"Pearl River, Mississippi",0.14990362108945848,0.4170963789105416,0.028746378910541492,0.40425362108945845
"Perry, Mississippi",0.10994808288812635,0.3340519171118736,0.12485191711187366,0.4311480828881264
"Pike, Mississippi",0.39500652613043785,0.20799347386956213,0.10984347386956217,0.28715652613043785
"Pontotoc, Mississippi",0.12137832065224648,0.39362167934775355,0.06747167934775354,0.4175283206522465
"Prentiss, Mississippi",0.12615644262731074,0.38384355737268927,0.08184355737268927,0.40815644262731077
"Quitman, Mississippi",0.5193273885846138,0.09367261141538619,0.1549226114153862,0.2320773885846138
"Rankin, Mississippi",0.22965414041876792,0.367345859581232,0.04354585958123208,0.35945414041876794
"Scott, Mississippi",0.3185423560559749,0.289457643944025,0.09035764394402503,0.30164235605597495
"Sharkey, Mississippi",0.5261017706751824,0.12089822932481764,0.15184822932481767,0.2011517706751823
"Simpson, Mississippi",0.21879063588380815,0.3062093641161919,0.12895936411619185,0.3460406358838081
"Smith, Mississippi",0.08883156372010709,0.31116843627989293,0.1309684362798929,0.46903156372010707
"Stone, Mississippi",0.1707365612417459,0.36226343875825395,0.0651134387582541,0.401886561241746
"Sunflower, Mississippi",0.5596171289801597,0.04538287101984023,0.14603287101984025,0.24896712898015977
"Tallahatchie, Mississippi",0.36949594342112546,0.09950405657887462,0.18480405657887455,0.34619594342112536
"Tate, Mississippi",0.20707526379823687,0.30992473620176314,0.12017473620176317,0.3628252637982368
"Tippah, Mississippi",0.12465556258559228,0.3833444374144077,0.0725444374144077,0.41945556258559225
"Tishomingo, Mississippi",0.05472068832516669,0.40327931167483333,0.06917931167483332,0.4728206883251667
"Tunica, Mississippi",0.6116600887522101,0.00033991124778992576,0.1204899112477898,0.2675100887522101
"Union, Mississippi",0.09589389280080801,0.385106107199192,0.08030610719919201,0.4386938928008079
"Walthall, Mississippi",0.2493890712022781,0.22861092879772182,0.1533109287977219,0.3686890712022781
"Warren, Mississippi",0.4261974719643593,0.23580252803564072,0.07565252803564071,0.26234747196435926
"Washington, Mississippi",0.5385683942139149,0.05743160578608514,0.16143160578608512,0.2425683942139149
"Wayne, Mississippi",0.22277411569952965,0.24322588430047032,0.14382588430047039,0.39017411569952964
"Webster, Mississippi",0.161276608890295,0.426723391109705,0.03767339110970501,0.37432660889029507
"Wilkinson, Mississippi",0.5653600033789874,0.15863999662101275,0.10728999662101263,0.16871000337898728
"Winston, Mississippi",0.32245120314359665,0.2405487968564033,0.11949879685640337,0.31750120314359664
"Yalobusha, Mississippi",0.38531586693227293,0.3866841330677271,0.04693413306772709,0.1810658669322729
"Yazoo, Mississippi",0.4182334942311049,0.12776650576889514,0.11356650576889515,0.3404334942311048
"Adair, Missouri",0.23786079508662228,0.25913920491337783,0.1313392049133777,0.3716607950866222
"Andrew, Missouri",0.11688409389853469,0.32111590610146523,0.1317159061014653,0.43028409389853484
"Atchison, Missouri",0.20427157130837442,0.4377284286916256,0.005228428691625597,0.3527715713083744
"Audrain, Missouri",0.13833721427917478,0.30566278572082517,0.12576278572082522,0.43023721427917483
"Barry, Missouri",0.13405453506708143,0.3879454649329186,0.062145464932918545,0.4158545350670815
"Barton, Missouri",0.054827820897102364,0.35017217910289766,0.08942217910289763,0.5055778208971023
"Bates, Missouri",0.10893873730003836,0.35306126269996163,0.09846126269996161,0.43953873730003834
"Benton, Missouri",0.14641889083385468,0.3875811091661453,0.0705811091661453,0.3954188908338547
"Bollinger, Missouri",0.027985689204931274,0.36301431079506874,0.10291431079506874,0.5060856892049312
"Boone, Missouri",0.485781526069343,0.18721847393065688,0.07681847393065694,0.25018152606934313
"Buchanan, Missouri",0.20985718108713625,0.2381428189128637,0.16714281891286376,0.3848571810871363
"Butler, Missouri",0.08343560911118986,0.3295643908888102,0.10511439088881014,0.4818856091111898
"Caldwell, Missouri",0.10049487355351444,0.36250512644648547,0.09750512644648557,0.4394948735535146
"Callaway, Missouri",0.1987246912777424,0.33627530872225764,0.08972530872225759,0.3752746912777424
"Camden, Missouri",0.13969138150811194,0.3623086184918881,0.09435861849188804,0.40364138150811196
"Cape Girardeau, Missouri",0.2161726005673409,0.34482739943265917,0.05882739943265913,0.3801726005673408
"Carroll, Missouri",0.15610198590457441,0.44189801409542556,0.021748014095425608,0.3802519859045744
"Carter, Missouri",0.036119109895825396,0.3568808901041746,0.11303089010417461,0.4939691098958254
"Cass, Missouri",0.24298394858837125,0.3450160514116287,0.09901605141162872,0.3129839485883713
"Cedar, Missouri",0.04839150015711785,0.34660849984288217,0.12200849984288215,0.48299150015711784
"Chariton, Missouri",0.10329507713913916,0.35070492286086086,0.12750492286086085,0.4184950771391392
"Christian, Missouri",0.15573398346602918,0.38326601653397085,0.09031601653397081,0.37068398346602915
"Clark, Missouri",0.0568837853074074,0.30911621469259265,0.1493662146925926,0.4846337853074073
"Clay, Missouri",0.3425302674382925,0.2554697325617075,0.13691973256170753,0.26508026743829255
"Clinton, Missouri",0.1809790141537786,0.36902098584622145,0.09387098584622144,0.3561290141537785
"Cole, Missouri",0.26813211029320955,0.33786788970679044,0.06246788970679046,0.33153211029320956
"Cooper, Missouri",0.16973625314533708,0.32926374685466286,0.09886374685466294,0.4021362531453372
"Crawford, Missouri",0.06419158318638796,0.32380841681361194,0.13455841681361203,0.4774415831863881
"Dade, Missouri",0.08829928305000068,0.42270071694999933,0.07695071694999933,0.41204928305000066
"Dallas, Missouri",0.07077335788309574,0.35322664211690424,0.10597664211690427,0.4700233578830958
"Daviess, Missouri",0.054189278157055376,0.34281072184294464,0.1446107218429446,0.4583892781570554
"DeKalb, Missouri",0.05221993125379082,0.26478006874620913,0.14858006874620916,0.534419931253791
"Dent, Missouri",0.02823477465808394,0.3437652253419161,0.12656522534191605,0.5014347746580838
"Douglas, Missouri",-0.013167824670672401,0.30316782467067244,0.1644178246706724,0.5455821753293275
"Dunklin, Missouri",0.1182270323842764,0.3347729676157236,0.0969729676157236,0.4500270323842763
"Franklin, Missouri",0.22929386457800865,0.40270613542199135,0.051956135421991345,0.31604386457800865
"Gasconade, Missouri",0.17214441178441042,0.42285558821558955,0.03625558821558954,0.36874441178441053
"Gentry, Missouri",0.12117474340796473,0.4048252565920353,0.07487525659203527,0.39912474340796467
"Greene, Missouri",0.28149564304947855,0.2685043569505215,0.11775435695052144,0.3322456430494785
"Grundy, Missouri",0.07814404051899909,0.3488559594810009,0.1079059594810009,0.46509404051899905
"Harrison, Missouri",0.06229193333685401,0.350708066663146,0.09775806666314601,0.48924193333685395
"Henry, Missouri",0.16410002772808074,0.3678999722719193,0.08524997227191926,0.38275002772808076
"Hickory, Missouri",0.09642510970234874,0.3425748902976513,0.11717489029765127,0.4438251097023487
"Holt, Missouri",0.08963185255825523,0.39736814744174487,0.06081814744174474,0.45218185255825516
"Howard, Missouri",0.18834946884512901,0.318650531154871,0.101500531154871,0.39149946884512904
"Howell, Missouri",0.06044016806781288,0.333559831932187,0.11880983193218714,0.48719016806781296
"Iron, Missouri",0.10206434895396237,0.35293565104603775,0.10928565104603762,0.4357143489539623
"Jackson, Missouri",0.48028307467103004,0.15871692532896997,0.12976692532896994,0.23123307467103005
"Jasper, Missouri",0.2033679722040892,0.35863202779591086,0.06568202779591081,0.37231797220408913
"Jefferson, Missouri",0.1914960724979639,0.3185039275020361,0.1391539275020361,0.3508460724979639
"Johnson, Missouri",0.17983697134554383,0.28516302865445614,0.13601302865445614,0.3989869713455439
"Knox, Missouri",0.09992259726524348,0.3750774027347564,0.09102740273475653,0.4339725972652436
"Laclede, Missouri",0.08014112642407417,0.36885887357592584,0.09285887357592582,0.4581411264240741
"Lafayette, Missouri",0.17383385007977487,0.3621661499202251,0.09746614992022512,0.36653385007977485
"Lawrence, Missouri",0.0943621114909649,0.3686378885090351,0.0925378885090351,0.4444621114909648
"Lewis, Missouri",0.08396160570681094,0.32703839429318904,0.13733839429318906,0.4516616057068109
"Lincoln, Missouri",0.13002792937755586,0.34097207062244417,0.10737207062244412,0.4216279293775558
"Linn, Missouri",0.16930799474120142,0.3816920052587986,0.06104200525879856,0.38795799474120135
"Livingston, Missouri",0.1404382826268673,0.3705617173731327,0.07416171737313271,0.4148382826268673
"McDonald, Missouri",0.05254226193428041,0.3374577380657196,0.1146577380657196,0.4953422619342803
"Macon, Missouri",0.1117420471936464,0.36625795280635354,0.10660795280635359,0.4153920471936464
"Madison, Missouri",0.09145805441439153,0.3735419455856085,0.09449194558560847,0.44050805441439145
"Maries, Missouri",0.07275354622006419,0.36324645377993586,0.10464645377993581,0.45935354622006414
"Marion, Missouri",0.1596522232085466,0.33834777679145334,0.08889777679145337,0.4131022232085466
"Mercer, Missouri",0.03838916105926035,0.3946108389407396,0.09091083894073967,0.47608916105926036
"Miller, Missouri",0.05235798607468606,0.34364201392531396,0.11904201392531394,0.4849579860746861
"Mississippi, Missouri",0.1946473269313574,0.3163526730686426,0.05735267306864261,0.4316473269313574
"Moniteau, Missouri",0.07616702363193034,0.34983297636806965,0.11393297636806965,0.4600670236319304
"Monroe, Missouri",0.14279851620197298,0.383201483798027,0.07380148379802703,0.40019851620197294
"Montgomery, Missouri",0.17077206874191758,0.40422793125808243,0.047077931258082406,0.37792206874191764
"Morgan, Missouri",0.10303921431899071,0.3499607856810093,0.10616078568100928,0.44083921431899065
"New Madrid, Missouri",0.1089027179151773,0.2930972820848226,0.1359972820848227,0.4620027179151774
"Newton, Missouri",0.032945047014951684,0.27305495298504834,0.18010495298504833,0.5138950470149517
"Nodaway, Missouri",0.22114870826900007,0.30385129173099995,0.07610129173099994,0.39889870826900004
"Oregon, Missouri",0.045433523184061075,0.323566476815939,0.13551647681593892,0.4954835231840611
"Osage, Missouri",0.05551292184591289,0.41248707815408703,0.0871870781540871,0.4448129218459129
"Ozark, Missouri",0.043033858576417006,0.32296614142358304,0.11651614142358302,0.5174838585764169
"Pemiscot, Missouri",0.12410836710929868,0.2618916328907013,0.1526916328907013,0.4613083671092988
"Perry, Missouri",0.09332357204854486,0.38667642795145507,0.08947642795145516,0.43052357204854486
"Pettis, Missouri",0.1678709744066,0.34512902559340003,0.09462902559340002,0.3923709744066
"Phelps, Missouri",0.1935178914695978,0.3004821085304022,0.10608210853040217,0.39991789146959783
"Pike, Missouri",0.1208440419018269,0.32615595809817316,0.10975595809817312,0.4432440419018268
"Platte, Missouri",0.3723100312381983,0.24868996876180172,0.11253996876180172,0.2664600312381983
"Polk, Missouri",0.11078345946073531,0.34721654053926465,0.09166654053926471,0.45033345946073533
"Pulaski, Missouri",0.26151707172989846,0.4254829282701016,0.009932928270101504,0.30306707172989844
"Putnam, Missouri",0.04144685410857202,0.365553145891428,0.11485314589142798,0.478146854108572
"Ralls, Missouri",0.040080220153927815,0.2929197798460722,0.1781197798460722,0.48888022015392785
"Randolph, Missouri",0.12231765890121454,0.32068234109878535,0.12018234109878545,0.4368176589012147
"Ray, Missouri",0.13296403910219667,0.3290359608978033,0.14228596089780332,0.3957140391021967
"Reynolds, Missouri",0.000398216280341146,0.30960178371965885,0.16545178371965885,0.5245482162803411
"Ripley, Missouri",0.023904781711101497,0.32909521828889843,0.1257452182888985,0.5212547817111015
"St. Charles, Missouri",0.33592549747973677,0.3550745025202632,0.07657450252026321,0.23242549747973684
"St. Clair, Missouri",0.07007571261525153,0.32892428738474844,0.13397428738474848,0.4670257126152515
"Ste. Genevieve, Missouri",0.17538536140322686,0.3566146385967732,0.11811463859677312,0.34988536140322685
"St. Francois, Missouri",0.15837543063759804,0.346624569362402,0.10117456936240198,0.39382543063759806
"St. Louis, Missouri",0.5316707797691227,0.16732922023087743,0.08822922023087737,0.21277077976912256
"Saline, Missouri",0.22218964532613755,0.3238103546738625,0.09151035467386243,0.36248964532613753
"Schuyler, Missouri",0.03554393788278096,0.323456062117219,0.15665606211721902,0.4843439378827811
"Scotland, Missouri",0.04135209545195101,0.29664790454804896,0.163297904548049,0.498702095451951
"Scott, Missouri",0.1617786138385534,0.3702213861614466,0.055571386161446565,0.41242861383855345
"Shannon, Missouri",0.05494768338501449,0.31005231661498545,0.13025231661498549,0.5047476833850145
"Shelby, Missouri",0.1374364840120077,0.43656351598799226,0.04791351598799232,0.37808648401200773
"Stoddard, Missouri",0.07742542489767074,0.39157457510232924,0.06262457510232927,0.4683754248976708
"Stone, Missouri",0.08597025120258334,0.3350297487974167,0.10852974879741667,0.4704702512025833
"Sullivan, Missouri",0.11775365434587,0.39124634565413,0.07949634565412998,0.41150365434587005
"Taney, Missouri",0.12090980902314188,0.3450901909768581,0.09059019097685808,0.44340980902314187
"Texas, Missouri",0.0317577320277691,0.3502422679722309,0.12529226797223092,0.4927077320277691
"Vernon, Missouri",0.09046181226074695,0.32953818773925303,0.12363818773925306,0.456361812260747
"Warren, Missouri",0.1601152309536934,0.3348847690463066,0.10983476904630662,0.3951652309536934
"Washington, Missouri",0.06310970217287543,0.31089029782712463,0.12399029782712456,0.5020097021728753
"Wayne, Missouri",0.05738826861083507,0.3686117313891649,0.09031173138916493,0.48368826861083514
"Webster, Missouri",0.126932965105772,0.401067034894228,0.07201703489422799,0.399982965105772
"Worth, Missouri",0.10209420965611939,0.3799057903438806,0.09890579034388063,0.4190942096561193
"Wright, Missouri",0.05565383470654489,0.3943461652934551,0.08479616529345513,0.4652038347065449
"St. Louis, Missouri",0.6458218177855015,-0.01782181778550146,0.1851781822144985,0.1868218177855015
"Beaverhead, Montana",0.2852292982488871,0.31177070175111293,0.010270701751112943,0.3927292982488871
"Big Horn, Montana",0.6020006541967391,0.34799934580326075,-0.0723006541967392,0.12230065419673924
"Blaine, Montana",0.5730168583989144,0.3739831416010857,-0.053766858398914374,0.10676685839891431
"Broadwater, Montana",0.08252804279774428,0.3044719572022557,0.13212195720225572,0.48087804279774427
"Carbon, Montana",0.2276546469449997,0.3043453530550003,0.1272453530550003,0.3407546469449997
"Carter, Montana",-0.009055528788268596,0.38405552878826854,0.10335552878826859,0.5216444712117314
"Cascade, Montana",0.3389480872511863,0.28805191274881364,0.06250191274881362,0.3104980872511864
"Chouteau, Montana",0.1412675236076117,0.23473247639238837,0.20693247639238832,0.41706752360761157
"Custer, Montana",0.1911224028661847,0.3218775971338153,0.07927759713381527,0.4077224028661847
"Daniels, Montana",0.09065800831913946,0.4053419916808605,0.11149199168086053,0.39250800831913946
"Dawson, Montana",0.10822955445200205,0.34677044554799796,0.10202044554799794,0.442979554452002
"Deer Lodge, Montana",0.3760192764610052,0.22398072353899479,0.1624307235389948,0.23756927646100523
"Fallon, Montana",0.047294630381464975,0.3847053696185351,0.07080536961853501,0.49719463038146494
"Fergus, Montana",0.18650322273522618,0.35949677726477386,0.05429677726477383,0.3997032227352261
"Flathead, Montana",0.2148879204005003,0.2691120795994997,0.13456207959949973,0.3814379204005003
"Gallatin, Montana",0.47586050982102746,0.17813949017897251,0.06178949017897245,0.2842105098210275
"Garfield, Montana",-0.09317428546845913,0.3341742854684591,0.14852428546845914,0.6104757145315408
"Glacier, Montana",0.6736502573162318,0.2763497426837683,-0.02000025731623173,0.07000025731623166
"Golden Valley, Montana",0.14858338726311926,0.3984166127368808,0.017416612736880777,0.4355833872631192
"Granite, Montana",0.16170165857523677,0.24429834142476314,0.15249834142476326,0.4415016585752368
"Hill, Montana",0.43363022396862505,0.3493697760313749,-0.0015802239686251024,0.21858022396862503
"Jefferson, Montana",0.2534437387406826,0.3035562612593174,0.07970626125931736,0.36329373874068255
"Judith Basin, Montana",0.11165907860994334,0.3623409213900566,0.10374092139005664,0.4222590786099434
"Lake, Montana",0.369296013456583,0.294703986543417,0.05835398654341695,0.277646013456583
"Lewis and Clark, Montana",0.4156241185866296,0.2473758814133704,0.06467588141337037,0.27232411858662964
"Liberty, Montana",0.06490298116654158,0.33009701883345843,0.17099701883345841,0.43400298116654157
"Lincoln, Montana",0.1050085791826248,0.29399142081737517,0.1465914208173752,0.4544085791826248
"McCone, Montana",-0.043326527857780406,0.2563265278577805,0.18827652785778043,0.5987234721422194
"Madison, Montana",0.20355509132742883,0.29244490867257117,0.0976449086725712,0.4063550913274288
"Meagher, Montana",0.20866760460883377,0.3693323953911662,0.03228239539116623,0.3897176046088338
"Mineral, Montana",0.2211554897353053,0.3858445102646947,0.0560945102646947,0.3369054897353053
"Missoula, Montana",0.5506265447199346,0.14837345528006557,0.0683234552800655,0.23267654471993443
"Musselshell, Montana",0.04513714272379876,0.35186285727620126,0.10606285727620124,0.49693714272379874
"Park, Montana",0.37420106930434693,0.2727989306956529,0.093598930695653,0.2594010693043471
"Petroleum, Montana",0.021794071961939332,0.33120592803806065,0.10610592803806068,0.5408940719619393
"Phillips, Montana",0.13379623323380951,0.3942037667661905,0.047103766766190505,0.42489623323380943
"Pondera, Montana",0.26582840493917465,0.3691715950608253,0.04587159506082533,0.31912840493917466
"Powder River, Montana",-0.021222808849811592,0.27622280884981154,0.16207280884981157,0.5829271911501885
"Powell, Montana",0.18100443608015782,0.3159955639198423,0.0668955639198422,0.4361044360801577
"Prairie, Montana",0.06830340511202809,0.36769659488797185,0.1111465948879719,0.45285340511202815
"Ravalli, Montana",0.23261678089797494,0.316383219102025,0.08583321910202507,0.365166780897975
"Richland, Montana",0.11116366027295588,0.3768363397270441,0.0503363397270441,0.4616636602729559
"Roosevelt, Montana",0.5428495423287154,0.31515045767128463,-0.053549542328715324,0.1955495423287153
"Rosebud, Montana",0.4362831156313419,0.513716884368658,-0.1068331156313419,0.15683311563134195
"Sanders, Montana",0.1292412070155144,0.30775879298448566,0.11890879298448559,0.44409120701551436
"Sheridan, Montana",0.20878698447644714,0.36821301552355296,0.08706301552355288,0.3359369844764471
"Silver Bow, Montana",0.4698024725899099,0.21619752741008996,0.10114752741008998,0.21285247258991008
"Stillwater, Montana",0.13240594864636657,0.37159405135363344,0.07884405135363341,0.4171559486463666
"Sweet Grass, Montana",0.14123709463626144,0.33276290536373854,0.09486290536373854,0.4311370946362615
"Teton, Montana",0.15986343373805284,0.34713656626194717,0.12253656626194714,0.37046343373805285
"Toole, Montana",0.18767355151772502,0.352326448482275,0.045926448482274965,0.41407355151772496
"Treasure, Montana",0.14726488010138278,0.44473511989861736,0.03208511989861723,0.3759148801013827
"Valley, Montana",0.2041145097315311,0.3498854902684688,0.04888549026846889,0.3971145097315312
"Wheatland, Montana",0.10083329972773797,0.33116670027226214,0.11921670027226206,0.4487832997277378
"Wibaux, Montana",-0.02383331649899484,0.3588333164989948,0.15678331649899485,0.5082166835010051
"Yellowstone, Montana",0.32338395836651324,0.27761604163348674,0.05676604163348675,0.34223395836651327
"Adams, Nebraska",0.1999605993509292,0.2950394006490707,0.09963940064907079,0.40536059935092933
"Antelope, Nebraska",0.05519108844101428,0.3968089115589857,0.07665891155898574,0.4713410884410143
"Arthur, Nebraska",-0.04620992440879346,0.28620992440879345,0.12690992440879345,0.6330900755912066
"Banner, Nebraska",0.013064005953073499,0.3559359940469265,0.0988359940469265,0.5321640059530734
"Blaine, Nebraska",-0.05016454935669898,0.34316454935669893,0.16371454935669896,0.543285450643301
"Boone, Nebraska",0.15193532724380493,0.44606467275619505,0.01421467275619509,0.38778532724380493
"Box Butte, Nebraska",0.1045992746055126,0.30240072539448737,0.1116507253944874,0.4813492746055126
"Boyd, Nebraska",0.02147202301621437,0.38052797698378565,0.0997279769837856,0.4982720230162143
"Brown, Nebraska",0.045407926723361,0.387592073276639,0.07484207327663903,0.492157926723361
"Buffalo, Nebraska",0.19869203383475542,0.27030796616524455,0.08430796616524461,0.4466920338347554
"Burt, Nebraska",0.2591188091009855,0.4088811908990144,0.03803119089901452,0.29396880910098555
"Butler, Nebraska",0.165642217952013,0.4293577820479869,0.038957782047987,0.366042217952013
"Cass, Nebraska",0.2783935414582491,0.3956064585417509,0.0459564585417509,0.28004354145824906
"Cedar, Nebraska",0.09324270963370801,0.415757290366292,0.062907290366292,0.428092709633708
"Chase, Nebraska",0.0237179383933544,0.37828206160664557,0.0977820616066456,0.5002179383933545
"Cherry, Nebraska",0.05635644834637643,0.3546435516536236,0.06569355165362356,0.5233064483463764
"Cheyenne, Nebraska",0.14324340152889492,0.3717565984711051,0.047056598471105104,0.4379434015288949
"Clay, Nebraska",0.1272836365133524,0.3827163634866476,0.0623163634866476,0.4276836365133524
"Colfax, Nebraska",0.2469235943198204,0.34707640568017956,0.036876405680179594,0.3691235943198204
"Cuming, Nebraska",0.18015429075956335,0.43984570924043653,0.024145709240436616,0.35585429075956354
"Custer, Nebraska",0.08941311935186391,0.37758688064813617,0.05253688064813611,0.4804631193518638
"Dakota, Nebraska",0.4323081017524004,0.36569189824759957,-0.019008101752400364,0.22100810175240043
"Dawes, Nebraska",0.17688884078860284,0.2361111592113972,0.10041115921139715,0.4865888407886028
"Dawson, Nebraska",0.23242764819264417,0.3335723518073559,0.04852235180735587,0.3854776481926441
"Deuel, Nebraska",0.050379471838474243,0.3596205281615257,0.09662052816152578,0.4933794718384743
"Dixon, Nebraska",0.15579255833029748,0.37320744166970254,0.07205744166970252,0.39894255833029746
"Dodge, Nebraska",0.2715014500886202,0.34549854991137985,0.06789854991137984,0.31510145008862017
"Douglas, Nebraska",0.5143671818569302,0.22863281814306974,0.04203281814306975,0.21496718185693026
"Dundy, Nebraska",0.06745374983251101,0.3575462501674891,0.044696250167489016,0.5303037498325109
"Fillmore, Nebraska",0.19245049254894253,0.41254950745105745,0.04289950745105746,0.3521004925489426
"Franklin, Nebraska",0.09361051095426082,0.3533894890457392,0.07043948904573916,0.4825605109542608
"Frontier, Nebraska",0.013075352948904079,0.3019246470510959,0.12732464705109595,0.557675352948904
"Furnas, Nebraska",0.11525626969337466,0.40274373030662536,0.045743730306625374,0.4362562696933746
"Gage, Nebraska",0.20596917535066606,0.29903082464933395,0.11143082464933396,0.38356917535066604
"Garden, Nebraska",0.1132820811122656,0.4117179188877344,0.030467918887734383,0.44453208111226555
"Garfield, Nebraska",-0.004599296912550899,0.344599296912551,0.13284929691255087,0.527150703087449
"Gosper, Nebraska",0.08105812079012392,0.38194187920987605,0.11654187920987608,0.42045812079012396
"Grant, Nebraska",-0.08112538948655129,0.3201253894865513,0.1396253894865513,0.6213746105134488
"Greeley, Nebraska",0.09504956350326538,0.39095043649673455,0.09240043649673463,0.4215995635032654
"Hall, Nebraska",0.26100900785028935,0.3149909921497107,0.06504099214971064,0.35895900785028934
"Hamilton, Nebraska",0.15547765892297027,0.37852234107702976,0.057872341077029696,0.4081276589229703
"Harlan, Nebraska",0.081621778357029,0.3843782216429711,0.07372822164297099,0.4602717783570289
"Hayes, Nebraska",-0.05174823327660555,0.34774823327660564,0.12264823327660557,0.5813517667233944
"Hitchcock, Nebraska",0.031279015117883696,0.37672098488211625,0.0982709848821163,0.4937290151178837
"Holt, Nebraska",0.09151531193852425,0.42048468806147576,0.04063468806147574,0.44736531193852425
"Hooker, Nebraska",0.1037542703717947,0.4012457296282053,0.037645729628205324,0.45735427037179477
"Howard, Nebraska",0.11372869102060795,0.3942713089793921,0.08182130897939205,0.41017869102060794
"Jefferson, Nebraska",0.249618827843666,0.3913811721563339,0.03593117215633396,0.32306882784366614
